order_id,order_date,city,dark_store,category,time_slot,order_type,items,rating,tip,order_value,delivery_min,courier_id
ORD-37744,2024-10-13,Pune,DS-06,Personal Care,Morning,Express,4,4,30,743,20,CR-43
ORD-37745,2024-05-08,Delhi,DS-08,Beverages,Night,Standard,5,4,10,414,24,CR-119
ORD-37746,2024-08-27,Hyderabad,DS-07,Snacks,Evening,Express,2,3,20,420,21,CR-96
ORD-37747,2024-12-07,Hyderabad,DS-01,Grocery,Morning,Standard,3,5,0,418,18,CR-84
ORD-37748,2024-11-05,Mumbai,DS-05,Household,Morning,Standard,1,4,10,216,17,CR-37
ORD-37749,2024-12-01,Mumbai,DS-03,Dairy,Evening,Standard,5,3,10,412,20,CR-24
ORD-37750,2024-05-19,Hyderabad,DS-02,Snacks,Night,Express,2,4,30,334,22,CR-89
ORD-37751,2024-09-11,Bengaluru,DS-02,Snacks,Evening,Express,2,3,20,407,11,CR-123
ORD-37752,2024-06-11,Hyderabad,DS-05,Dairy,Morning,Express,6,3,20,441,22,CR-55
ORD-37753,2024-07-05,Chennai,DS-01,Snacks,Afternoon,Express,5,3,30,401,21,CR-150
ORD-37754,2024-05-19,Delhi,DS-04,Household,Evening,Standard,6,4,0,632,22,CR-25
ORD-37755,2024-02-10,Mumbai,DS-05,Snacks,Evening,Standard,2,5,10,207,20,CR-26
ORD-37756,2024-07-14,Delhi,DS-01,Frozen,Night,Express,4,4,0,236,20,CR-167
ORD-37757,2024-07-10,Chennai,DS-04,Personal Care,Afternoon,Standard,5,4,30,396,32,CR-100
ORD-37758,2024-07-03,Pune,DS-05,Dairy,Evening,Standard,6,3,20,695,18,CR-92
ORD-37759,2024-07-04,Bengaluru,DS-04,Snacks,Night,Express,2,5,30,496,21,CR-139
ORD-37760,2024-03-25,Chennai,DS-06,Snacks,Afternoon,Express,4,4,30,453,18,CR-145
ORD-37761,2024-02-08,Bengaluru,DS-02,Frozen,Evening,Express,1,4,20,607,8,CR-156
ORD-37762,2024-12-22,Pune,DS-06,Frozen,Morning,Express,2,3,0,656,10,CR-160
ORD-37763,2024-07-11,Chennai,DS-02,Household,Afternoon,Standard,3,5,20,609,19,CR-43
ORD-37764,2024-07-18,Chennai,DS-04,Household,Night,Standard,1,5,10,456,22,CR-23
ORD-37765,2024-09-27,Bengaluru,DS-01,Household,Afternoon,Express,3,4,30,581,4,CR-171
ORD-37766,2024-08-25,Pune,DS-04,Beverages,Night,Express,3,3,20,489,31,CR-97
ORD-37767,2024-08-12,Mumbai,DS-08,Personal Care,Morning,Express,3,3,0,289,15,CR-102
ORD-37768,2024-01-24,Delhi,DS-05,Grocery,Afternoon,Express,1,5,30,472,14,CR-185
ORD-37769,2024-10-14,Chennai,DS-06,Beverages,Morning,Express,4,5,30,409,19,CR-70
ORD-37770,2024-12-17,Bengaluru,DS-01,Snacks,Night,Standard,3,4,30,339,31,CR-186
ORD-37771,2024-09-12,Bengaluru,DS-02,Grocery,Morning,Express,1,3,10,434,4,CR-212
ORD-37772,2024-06-28,Delhi,DS-04,Dairy,Afternoon,Express,3,3,20,362,14,CR-40
ORD-37773,2024-01-23,Pune,DS-02,Grocery,Evening,Express,2,3,10,486,13,CR-24
ORD-37774,2024-01-07,Mumbai,DS-05,Dairy,Evening,Express,6,4,30,247,17,CR-158
ORD-37775,2024-09-11,Chennai,DS-07,Grocery,Night,Standard,5,2,10,274,37,CR-70
ORD-37776,2024-04-07,Mumbai,DS-08,Frozen,Afternoon,Express,3,5,30,611,8,CR-199
ORD-37777,2024-09-07,Bengaluru,DS-08,Household,Morning,Express,2,3,20,407,11,CR-6
ORD-37778,2024-10-27,Mumbai,DS-02,Snacks,Evening,Standard,2,5,0,242,24,CR-196
ORD-37779,2024-04-17,Bengaluru,DS-02,Beverages,Afternoon,Standard,1,5,10,510,30,CR-150
ORD-37780,2024-09-07,Delhi,DS-01,Personal Care,Morning,Express,5,5,30,211,13,CR-190
ORD-37781,2024-10-08,Chennai,DS-07,Household,Night,Express,4,3,20,147,31,CR-195
ORD-37782,2024-03-26,Mumbai,DS-03,Snacks,Evening,Express,2,5,10,451,18,CR-79
ORD-37783,2024-11-22,Chennai,DS-08,Personal Care,Afternoon,Express,2,3,10,300,18,CR-115
ORD-37784,2024-01-06,Pune,DS-01,Personal Care,Morning,Express,5,4,30,450,16,CR-197
ORD-37785,2024-02-28,Pune,DS-03,Grocery,Evening,Standard,5,5,0,350,14,CR-20
ORD-37786,2024-01-03,Pune,DS-08,Frozen,Morning,Standard,5,3,0,360,24,CR-1
ORD-37787,2024-09-24,Chennai,DS-04,Grocery,Evening,Standard,5,3,20,501,13,CR-115
ORD-37788,2024-04-12,Chennai,DS-01,Beverages,Night,Express,5,4,20,511,28,CR-48
ORD-37789,2024-02-25,Hyderabad,DS-07,Snacks,Night,Express,4,1,0,432,37,CR-52
ORD-37790,2024-05-28,Delhi,DS-05,Dairy,Night,Standard,1,5,10,485,28,CR-196
ORD-37791,2024-12-09,Pune,DS-01,Dairy,Night,Express,3,5,0,361,27,CR-170
ORD-37792,2024-02-10,Pune,DS-06,Frozen,Night,Standard,3,3,10,578,33,CR-218
ORD-37793,2024-04-06,Pune,DS-05,Dairy,Evening,Standard,2,4,10,417,22,CR-50
ORD-37794,2024-08-10,Delhi,DS-06,Frozen,Night,Standard,2,4,10,360,28,CR-201
ORD-37795,2024-09-03,Mumbai,DS-04,Frozen,Night,Express,2,3,10,465,14,CR-186
ORD-37796,2024-04-27,Bengaluru,DS-08,Dairy,Night,Express,3,4,10,393,20,CR-199
ORD-37797,2024-12-02,Mumbai,DS-07,Personal Care,Evening,Express,4,3,10,553,22,CR-218
ORD-37798,2024-10-18,Chennai,DS-02,Frozen,Afternoon,Standard,1,3,10,424,17,CR-0
ORD-37799,2024-01-06,Chennai,DS-03,Frozen,Night,Express,1,5,0,300,22,CR-152
ORD-37800,2024-12-28,Pune,DS-01,Frozen,Morning,Express,4,3,0,206,12,CR-98
ORD-37801,2024-10-12,Pune,DS-01,Household,Evening,Express,1,4,20,239,13,CR-92
ORD-37802,2024-11-21,Delhi,DS-07,Personal Care,Morning,Standard,6,3,0,469,34,CR-57
ORD-37803,2024-12-25,Chennai,DS-03,Snacks,Night,Standard,5,3,30,460,34,CR-66
ORD-37804,2024-03-05,Pune,DS-02,Household,Evening,Standard,5,5,30,259,23,CR-144
ORD-37805,2024-03-15,Mumbai,DS-07,Household,Afternoon,Express,6,5,30,361,25,CR-141
ORD-37806,2024-06-02,Pune,DS-04,Household,Afternoon,Standard,4,4,30,342,21,CR-27
ORD-37807,2024-05-16,Hyderabad,DS-02,Personal Care,Morning,Express,5,3,20,599,26,CR-201
ORD-37808,2024-05-01,Chennai,DS-07,Snacks,Morning,Standard,4,1,20,526,38,CR-26
ORD-37809,2024-10-20,Pune,DS-01,Dairy,Night,Standard,4,4,30,161,34,CR-161
ORD-37810,2024-02-08,Pune,DS-03,Frozen,Afternoon,Express,2,5,30,587,19,CR-10
ORD-37811,2024-10-20,Chennai,DS-08,Snacks,Morning,Standard,5,4,10,535,14,CR-116
ORD-37812,2024-05-14,Chennai,DS-08,Dairy,Morning,Express,6,3,30,167,18,CR-74
ORD-37813,2024-11-21,Hyderabad,DS-06,Personal Care,Morning,Express,5,5,10,410,10,CR-14
ORD-37814,2024-03-15,Chennai,DS-04,Personal Care,Afternoon,Standard,4,3,10,508,21,CR-90
ORD-37815,2024-01-24,Chennai,DS-04,Snacks,Evening,Standard,3,4,0,474,26,CR-116
ORD-37816,2024-01-05,Delhi,DS-05,Beverages,Night,Express,5,4,20,302,17,CR-195
ORD-37817,2024-09-28,Hyderabad,DS-08,Personal Care,Afternoon,Standard,5,5,20,402,19,CR-196
ORD-37818,2024-10-26,Hyderabad,DS-02,Personal Care,Night,Standard,4,4,10,507,23,CR-179
ORD-37819,2024-04-19,Mumbai,DS-05,Household,Afternoon,Express,5,3,0,419,4,CR-193
ORD-37820,2024-08-08,Pune,DS-03,Beverages,Evening,Express,4,4,10,268,19,CR-112
ORD-37821,2024-07-10,Delhi,DS-08,Household,Night,Standard,4,3,0,363,25,CR-184
ORD-37822,2024-07-19,Mumbai,DS-02,Personal Care,Evening,Standard,2,5,20,378,27,CR-159
ORD-37823,2024-12-13,Mumbai,DS-02,Snacks,Morning,Express,1,5,0,525,12,CR-85
ORD-37824,2024-03-03,Delhi,DS-05,Personal Care,Morning,Standard,2,5,30,464,23,CR-174
ORD-37825,2024-06-07,Hyderabad,DS-04,Personal Care,Morning,Express,5,3,30,422,22,CR-34
ORD-37826,2024-05-16,Bengaluru,DS-06,Dairy,Night,Standard,5,4,20,485,27,CR-155
ORD-37827,2024-01-20,Pune,DS-05,Frozen,Evening,Express,1,3,0,776,11,CR-85
ORD-37828,2024-07-03,Bengaluru,DS-07,Frozen,Night,Express,2,5,20,580,34,CR-133
ORD-37829,2024-06-14,Chennai,DS-01,Beverages,Afternoon,Express,3,4,30,164,20,CR-204
ORD-37830,2024-01-01,Delhi,DS-06,Frozen,Afternoon,Express,1,4,30,577,17,CR-208
ORD-37831,2024-08-25,Pune,DS-08,Beverages,Morning,Standard,3,3,0,423,22,CR-200
ORD-37832,2024-04-28,Bengaluru,DS-07,Frozen,Night,Standard,1,3,20,62,41,CR-11
ORD-37833,2024-01-04,Chennai,DS-03,Personal Care,Evening,Standard,6,3,10,464,20,CR-130
ORD-37834,2024-11-10,Chennai,DS-03,Beverages,Night,Standard,4,4,10,450,14,CR-116
ORD-37835,2024-09-26,Bengaluru,DS-05,Dairy,Afternoon,Express,4,3,20,516,15,CR-110
ORD-37836,2024-08-26,Hyderabad,DS-07,Grocery,Afternoon,Express,2,3,0,489,30,CR-101
ORD-37837,2024-01-09,Mumbai,DS-05,Personal Care,Morning,Express,3,3,20,237,14,CR-190
ORD-37838,2024-12-03,Hyderabad,DS-01,Snacks,Morning,Standard,5,5,30,555,20,CR-184
ORD-37839,2024-12-11,Hyderabad,DS-07,Household,Afternoon,Express,5,4,10,387,33,CR-3
ORD-37840,2024-04-14,Chennai,DS-03,Grocery,Night,Standard,3,5,30,414,32,CR-49
ORD-37841,2024-07-21,Bengaluru,DS-04,Frozen,Afternoon,Express,4,4,0,713,19,CR-167
ORD-37842,2024-04-16,Bengaluru,DS-06,Personal Care,Morning,Standard,4,5,10,415,27,CR-11
ORD-37843,2024-10-22,Hyderabad,DS-01,Grocery,Morning,Express,1,5,10,702,20,CR-211
ORD-37844,2024-08-27,Bengaluru,DS-04,Household,Afternoon,Standard,5,5,30,547,27,CR-94
ORD-37845,2024-05-15,Pune,DS-02,Frozen,Evening,Express,1,4,10,367,18,CR-191
ORD-37846,2024-05-28,Delhi,DS-01,Dairy,Morning,Express,1,3,20,305,19,CR-13
ORD-37847,2024-09-26,Pune,DS-05,Grocery,Morning,Standard,2,5,20,279,24,CR-20
ORD-37848,2024-12-22,Delhi,DS-06,Household,Night,Express,3,3,0,537,31,CR-80
ORD-37849,2024-12-17,Chennai,DS-02,Grocery,Evening,Standard,5,4,0,79,22,CR-126
ORD-37850,2024-02-10,Delhi,DS-01,Household,Night,Standard,6,3,30,302,25,CR-177
ORD-37851,2024-11-21,Mumbai,DS-07,Personal Care,Morning,Standard,1,3,0,630,34,CR-4
ORD-37852,2024-12-07,Mumbai,DS-08,Household,Night,Express,3,4,30,428,12,CR-52
ORD-37853,2024-12-18,Bengaluru,DS-02,Personal Care,Night,Express,2,5,30,310,19,CR-42
ORD-37854,2024-02-08,Bengaluru,DS-07,Grocery,Morning,Standard,4,3,10,263,34,CR-146
ORD-37855,2024-10-13,Delhi,DS-07,Frozen,Evening,Express,2,5,20,644,25,CR-82
ORD-37856,2024-08-23,Pune,DS-05,Personal Care,Night,Express,2,5,30,318,17,CR-27
ORD-37857,2024-06-18,Pune,DS-03,Personal Care,Afternoon,Express,3,3,10,336,5,CR-126
ORD-37858,2024-09-25,Hyderabad,DS-03,Dairy,Afternoon,Express,5,5,0,311,18,CR-113
ORD-37859,2024-06-25,Delhi,DS-04,Household,Morning,Express,4,4,0,385,14,CR-1
ORD-37860,2024-05-12,Pune,DS-05,Beverages,Evening,Standard,1,4,10,249,16,CR-109
ORD-37861,2024-06-15,Bengaluru,DS-04,Grocery,Morning,Standard,6,3,30,347,19,CR-170
ORD-37862,2024-01-21,Delhi,DS-06,Frozen,Morning,Express,3,5,20,498,15,CR-128
ORD-37863,2024-12-24,Delhi,DS-08,Dairy,Evening,Standard,4,5,30,541,25,CR-200
ORD-37864,2024-03-07,Chennai,DS-03,Beverages,Morning,Standard,1,3,0,230,17,CR-162
ORD-37865,2024-09-17,Bengaluru,DS-05,Frozen,Evening,Standard,6,4,30,352,20,CR-5
ORD-37866,2024-08-04,Bengaluru,DS-01,Personal Care,Morning,Express,2,3,10,368,16,CR-209
ORD-37867,2024-09-28,Bengaluru,DS-08,Grocery,Morning,Express,4,3,0,355,17,CR-181
ORD-37868,2024-12-01,Chennai,DS-04,Household,Morning,Standard,3,4,20,573,22,CR-205
ORD-37869,2024-10-24,Hyderabad,DS-05,Snacks,Night,Express,3,4,30,259,23,CR-39
ORD-37870,2024-07-01,Delhi,DS-08,Frozen,Morning,Express,4,5,30,544,17,CR-187
ORD-37871,2024-10-09,Hyderabad,DS-05,Frozen,Morning,Express,3,4,0,460,23,CR-59
ORD-37872,2024-11-07,Hyderabad,DS-03,Frozen,Morning,Standard,1,4,20,154,21,CR-28
ORD-37873,2024-02-04,Delhi,DS-03,Snacks,Evening,Standard,2,5,20,112,15,CR-110
ORD-37874,2024-09-10,Mumbai,DS-08,Snacks,Night,Express,6,3,30,493,28,CR-172
ORD-37875,2024-02-08,Hyderabad,DS-08,Frozen,Night,Express,5,4,0,548,24,CR-10
ORD-37876,2024-05-16,Hyderabad,DS-05,Grocery,Night,Express,1,3,0,508,21,CR-172
ORD-37877,2024-09-06,Chennai,DS-04,Personal Care,Evening,Standard,5,5,10,448,16,CR-187
ORD-37878,2024-10-18,Bengaluru,DS-05,Household,Evening,Express,5,3,30,480,16,CR-93
ORD-37879,2024-02-08,Mumbai,DS-02,Frozen,Morning,Standard,6,5,30,258,24,CR-36
ORD-37880,2024-10-27,Chennai,DS-04,Beverages,Night,Express,3,5,0,304,25,CR-202
ORD-37881,2024-12-22,Bengaluru,DS-08,Dairy,Afternoon,Standard,5,3,0,516,26,CR-136
ORD-37882,2024-08-25,Bengaluru,DS-04,Grocery,Morning,Express,3,4,0,441,19,CR-56
ORD-37883,2024-07-17,Bengaluru,DS-08,Grocery,Evening,Standard,3,3,30,535,23,CR-55
ORD-37884,2024-01-18,Chennai,DS-01,Personal Care,Evening,Standard,2,3,10,271,20,CR-87
ORD-37885,2024-04-18,Pune,DS-01,Personal Care,Morning,Express,1,3,30,667,12,CR-185
ORD-37886,2024-06-19,Pune,DS-07,Snacks,Morning,Standard,4,3,20,369,38,CR-14
ORD-37887,2024-03-05,Chennai,DS-05,Household,Morning,Express,6,3,10,416,25,CR-158
ORD-37888,2024-09-20,Delhi,DS-03,Personal Care,Morning,Express,3,4,0,184,23,CR-168
ORD-37889,2024-01-22,Hyderabad,DS-03,Beverages,Night,Express,6,5,30,453,8,CR-184
ORD-37890,2024-08-10,Delhi,DS-06,Frozen,Night,Express,1,3,10,300,29,CR-88
ORD-37891,2024-04-20,Pune,DS-05,Frozen,Evening,Express,4,3,10,326,19,CR-8
ORD-37892,2024-12-01,Mumbai,DS-01,Snacks,Afternoon,Express,6,5,20,453,28,CR-157
ORD-37893,2024-11-24,Delhi,DS-03,Grocery,Evening,Express,6,4,20,434,14,CR-104
ORD-37894,2024-05-03,Hyderabad,DS-08,Dairy,Morning,Express,1,3,0,300,10,CR-24
ORD-37895,2024-02-17,Hyderabad,DS-02,Household,Afternoon,Express,4,5,30,472,14,CR-189
ORD-37896,2024-11-03,Chennai,DS-01,Household,Afternoon,Express,6,5,20,109,21,CR-118
ORD-37897,2024-04-16,Delhi,DS-01,Frozen,Afternoon,Express,6,3,20,599,12,CR-26
ORD-37898,2024-11-28,Chennai,DS-03,Dairy,Morning,Standard,3,3,0,524,27,CR-10
ORD-37899,2024-03-02,Pune,DS-06,Household,Night,Standard,6,5,0,477,30,CR-55
ORD-37900,2024-08-10,Hyderabad,DS-03,Beverages,Night,Standard,5,3,20,551,27,CR-161
ORD-37901,2024-09-23,Delhi,DS-06,Grocery,Night,Standard,5,4,10,316,23,CR-146
ORD-37902,2024-02-17,Pune,DS-03,Dairy,Afternoon,Standard,4,4,20,350,16,CR-105
ORD-37903,2024-05-22,Chennai,DS-08,Beverages,Afternoon,Express,3,3,0,521,16,CR-182
ORD-37904,2024-11-08,Hyderabad,DS-04,Household,Evening,Express,4,5,30,340,16,CR-88
ORD-37905,2024-06-15,Pune,DS-05,Frozen,Night,Express,5,5,10,508,26,CR-190
ORD-37906,2024-02-28,Pune,DS-03,Grocery,Night,Standard,4,4,20,499,28,CR-160
ORD-37907,2024-04-15,Chennai,DS-01,Snacks,Morning,Express,6,5,0,157,17,CR-202
ORD-37908,2024-09-18,Hyderabad,DS-02,Frozen,Afternoon,Standard,4,5,30,390,23,CR-4
ORD-37909,2024-03-13,Delhi,DS-06,Personal Care,Evening,Standard,2,5,30,400,30,CR-39
ORD-37910,2024-02-02,Pune,DS-04,Dairy,Morning,Express,1,5,0,435,14,CR-134
ORD-37911,2024-10-25,Bengaluru,DS-07,Snacks,Morning,Express,1,3,20,478,21,CR-70
ORD-37912,2024-07-08,Hyderabad,DS-08,Dairy,Night,Standard,5,5,20,349,34,CR-216
ORD-37913,2024-04-15,Bengaluru,DS-01,Household,Afternoon,Standard,5,3,0,354,19,CR-7
ORD-37914,2024-09-02,Hyderabad,DS-07,Snacks,Evening,Express,5,1,0,156,35,CR-208
ORD-37915,2024-10-15,Chennai,DS-08,Beverages,Evening,Express,3,3,30,337,17,CR-125
ORD-37916,2024-08-01,Pune,DS-06,Household,Night,Standard,1,5,30,355,33,CR-107
ORD-37917,2024-04-07,Pune,DS-06,Household,Afternoon,Standard,2,4,10,478,20,CR-109
ORD-37918,2024-10-08,Delhi,DS-05,Beverages,Evening,Standard,2,4,0,303,28,CR-177
ORD-37919,2024-01-14,Bengaluru,DS-05,Beverages,Evening,Express,4,5,10,377,16,CR-71
ORD-37920,2024-06-01,Delhi,DS-08,Dairy,Night,Standard,2,3,0,325,36,CR-60
ORD-37921,2024-04-02,Hyderabad,DS-04,Household,Morning,Standard,2,5,30,235,26,CR-189
ORD-37922,2024-01-14,Delhi,DS-02,Beverages,Afternoon,Express,2,3,20,436,18,CR-18
ORD-37923,2024-06-14,Bengaluru,DS-06,Grocery,Evening,Express,3,5,10,454,18,CR-172
ORD-37924,2024-04-07,Hyderabad,DS-06,Snacks,Afternoon,Standard,4,4,10,417,18,CR-75
ORD-37925,2024-05-17,Pune,DS-07,Household,Afternoon,Standard,6,2,10,399,37,CR-152
ORD-37926,2024-10-12,Pune,DS-01,Household,Evening,Standard,5,4,10,507,16,CR-22
ORD-37927,2024-08-17,Chennai,DS-04,Beverages,Evening,Express,6,4,0,317,17,CR-208
ORD-37928,2024-02-04,Delhi,DS-03,Snacks,Night,Express,2,4,10,392,31,CR-90
ORD-37929,2024-03-02,Delhi,DS-05,Frozen,Afternoon,Standard,1,3,30,400,29,CR-169
ORD-37930,2024-04-08,Pune,DS-06,Dairy,Evening,Express,4,3,10,548,16,CR-42
ORD-37931,2024-02-24,Chennai,DS-07,Household,Evening,Express,1,3,30,473,24,CR-219
ORD-37932,2024-08-20,Delhi,DS-03,Personal Care,Night,Express,6,5,0,755,23,CR-162
ORD-37933,2024-04-21,Hyderabad,DS-02,Personal Care,Afternoon,Express,2,5,0,233,18,CR-16
ORD-37934,2024-06-05,Bengaluru,DS-03,Snacks,Evening,Standard,4,4,20,557,16,CR-39
ORD-37935,2024-09-04,Chennai,DS-06,Grocery,Evening,Express,5,3,30,456,13,CR-128
ORD-37936,2024-11-25,Chennai,DS-07,Household,Evening,Express,2,5,0,420,27,CR-17
ORD-37937,2024-09-13,Chennai,DS-04,Grocery,Morning,Express,5,3,30,524,16,CR-14
ORD-37938,2024-08-03,Mumbai,DS-04,Household,Morning,Standard,1,3,10,382,20,CR-204
ORD-37939,2024-10-15,Pune,DS-05,Grocery,Night,Standard,5,4,30,264,28,CR-178
ORD-37940,2024-06-14,Chennai,DS-02,Frozen,Afternoon,Express,6,3,30,263,13,CR-57
ORD-37941,2024-01-06,Delhi,DS-01,Beverages,Morning,Express,3,3,0,339,20,CR-80
ORD-37942,2024-04-16,Chennai,DS-01,Beverages,Evening,Express,2,3,20,439,20,CR-119
ORD-37943,2024-07-06,Mumbai,DS-02,Personal Care,Evening,Standard,6,3,10,419,28,CR-6
ORD-37944,2024-01-28,Mumbai,DS-01,Dairy,Night,Standard,3,5,20,332,31,CR-176
ORD-37945,2024-03-14,Hyderabad,DS-05,Frozen,Evening,Express,6,3,30,292,22,CR-147
ORD-37946,2024-08-12,Hyderabad,DS-08,Household,Morning,Express,3,4,20,438,20,CR-18
ORD-37947,2024-09-09,Delhi,DS-07,Dairy,Night,Express,3,2,0,276,37,CR-208
ORD-37948,2024-05-11,Pune,DS-01,Grocery,Night,Express,1,5,10,294,23,CR-120
ORD-37949,2024-12-02,Pune,DS-01,Frozen,Morning,Standard,3,3,20,583,23,CR-103
ORD-37950,2024-12-01,Chennai,DS-07,Frozen,Evening,Express,5,4,0,535,29,CR-80
ORD-37951,2024-04-24,Hyderabad,DS-07,Beverages,Morning,Express,3,3,10,442,30,CR-7
ORD-37952,2024-05-05,Bengaluru,DS-01,Personal Care,Morning,Standard,3,5,30,571,16,CR-149
ORD-37953,2024-10-20,Delhi,DS-06,Grocery,Evening,Express,6,5,30,452,20,CR-82
ORD-37954,2024-06-08,Mumbai,DS-08,Frozen,Night,Standard,6,3,10,584,31,CR-191
ORD-37955,2024-03-27,Mumbai,DS-02,Snacks,Evening,Standard,2,5,0,421,26,CR-196
ORD-37956,2024-10-18,Mumbai,DS-05,Grocery,Night,Standard,6,4,30,549,27,CR-168
ORD-37957,2024-01-12,Chennai,DS-05,Dairy,Morning,Express,3,4,20,588,19,CR-19
ORD-37958,2024-02-06,Hyderabad,DS-06,Dairy,Morning,Express,4,3,10,539,13,CR-37
ORD-37959,2024-11-01,Delhi,DS-07,Household,Morning,Express,4,3,10,419,25,CR-114
ORD-37960,2024-02-22,Delhi,DS-08,Personal Care,Evening,Standard,2,5,10,352,26,CR-116
ORD-37961,2024-04-01,Chennai,DS-01,Personal Care,Night,Standard,3,5,10,451,34,CR-37
ORD-37962,2024-05-22,Chennai,DS-05,Snacks,Evening,Standard,4,4,10,386,25,CR-147
ORD-37963,2024-03-15,Delhi,DS-02,Grocery,Morning,Express,2,5,30,308,11,CR-80
ORD-37964,2024-11-04,Mumbai,DS-03,Personal Care,Afternoon,Express,4,3,20,397,22,CR-49
ORD-37965,2024-05-19,Hyderabad,DS-03,Snacks,Afternoon,Standard,6,3,0,312,26,CR-115
ORD-37966,2024-07-05,Hyderabad,DS-07,Household,Afternoon,Express,2,4,10,552,25,CR-97
ORD-37967,2024-05-18,Mumbai,DS-03,Personal Care,Night,Express,4,5,0,568,19,CR-9
ORD-37968,2024-01-18,Chennai,DS-04,Personal Care,Afternoon,Express,5,4,30,398,13,CR-134
ORD-37969,2024-12-26,Chennai,DS-07,Grocery,Night,Standard,6,3,20,632,37,CR-61
ORD-37970,2024-10-03,Mumbai,DS-02,Beverages,Morning,Standard,3,3,0,330,20,CR-65
ORD-37971,2024-06-18,Pune,DS-02,Personal Care,Evening,Standard,6,5,0,578,15,CR-178
ORD-37972,2024-11-27,Mumbai,DS-07,Beverages,Afternoon,Standard,4,4,20,416,34,CR-87
ORD-37973,2024-01-26,Pune,DS-06,Dairy,Afternoon,Standard,1,5,20,216,19,CR-117
ORD-37974,2024-02-03,Chennai,DS-03,Household,Morning,Express,6,3,20,382,19,CR-73
ORD-37975,2024-05-27,Pune,DS-03,Personal Care,Night,Express,3,5,20,419,29,CR-195
ORD-37976,2024-11-13,Pune,DS-02,Dairy,Morning,Express,4,5,20,455,18,CR-80
ORD-37977,2024-02-07,Chennai,DS-03,Beverages,Morning,Standard,3,4,10,567,27,CR-138
ORD-37978,2024-08-14,Hyderabad,DS-05,Household,Morning,Standard,1,3,10,398,25,CR-118
ORD-37979,2024-02-20,Chennai,DS-01,Frozen,Night,Standard,2,1,30,390,35,CR-215
ORD-37980,2024-05-21,Pune,DS-03,Household,Night,Standard,1,5,0,253,25,CR-103
ORD-37981,2024-03-25,Chennai,DS-03,Frozen,Evening,Express,6,5,10,352,16,CR-187
ORD-37982,2024-10-21,Hyderabad,DS-03,Dairy,Evening,Standard,2,3,0,300,27,CR-163
ORD-37983,2024-07-21,Hyderabad,DS-02,Dairy,Evening,Express,3,3,10,348,14,CR-148
ORD-37984,2024-06-15,Hyderabad,DS-03,Beverages,Evening,Standard,1,4,10,626,25,CR-195
ORD-37985,2024-09-26,Hyderabad,DS-06,Dairy,Night,Standard,4,3,30,326,26,CR-186
ORD-37986,2024-03-24,Delhi,DS-04,Household,Night,Express,5,3,20,513,21,CR-15
ORD-37987,2024-11-13,Chennai,DS-05,Frozen,Evening,Standard,2,4,10,375,31,CR-190
ORD-37988,2024-03-06,Mumbai,DS-03,Household,Evening,Express,1,4,10,409,13,CR-213
ORD-37989,2024-04-14,Delhi,DS-03,Beverages,Evening,Express,3,5,20,619,19,CR-18
ORD-37990,2024-06-09,Bengaluru,DS-01,Frozen,Evening,Standard,1,4,10,463,15,CR-109
ORD-37991,2024-12-23,Delhi,DS-06,Personal Care,Afternoon,Express,4,3,10,476,16,CR-75
ORD-37992,2024-07-25,Mumbai,DS-04,Frozen,Afternoon,Express,5,3,30,391,22,CR-82
ORD-37993,2024-05-23,Bengaluru,DS-04,Personal Care,Evening,Standard,2,3,10,593,18,CR-177
ORD-37994,2024-04-23,Pune,DS-03,Snacks,Night,Standard,2,5,30,565,34,CR-142
ORD-37995,2024-04-22,Hyderabad,DS-03,Dairy,Evening,Standard,5,3,10,587,29,CR-4
ORD-37996,2024-10-21,Hyderabad,DS-08,Dairy,Afternoon,Standard,3,4,0,467,25,CR-148
ORD-37997,2024-12-25,Mumbai,DS-02,Household,Afternoon,Standard,6,5,30,487,24,CR-80
ORD-37998,2024-03-13,Bengaluru,DS-03,Frozen,Evening,Express,4,3,30,542,11,CR-199
ORD-37999,2024-02-17,Pune,DS-03,Frozen,Afternoon,Standard,3,5,20,472,24,CR-114
ORD-38000,2024-08-13,Mumbai,DS-06,Grocery,Morning,Express,4,4,30,443,16,CR-113
ORD-38001,2024-08-17,Chennai,DS-06,Household,Morning,Standard,5,4,20,283,22,CR-113
ORD-38002,2024-07-03,Mumbai,DS-08,Personal Care,Afternoon,Express,3,4,30,486,12,CR-93
ORD-38003,2024-06-04,Mumbai,DS-02,Grocery,Night,Standard,6,3,20,420,29,CR-46
ORD-38004,2024-07-11,Chennai,DS-01,Snacks,Evening,Standard,2,4,30,530,20,CR-180
ORD-38005,2024-07-21,Delhi,DS-02,Frozen,Afternoon,Standard,2,3,30,460,17,CR-81
ORD-38006,2024-06-06,Pune,DS-05,Personal Care,Afternoon,Standard,2,5,0,344,17,CR-151
ORD-38007,2024-04-05,Bengaluru,DS-02,Personal Care,Morning,Express,5,3,20,390,16,CR-114
ORD-38008,2024-04-10,Hyderabad,DS-01,Personal Care,Evening,Express,6,5,10,568,18,CR-6
ORD-38009,2024-06-09,Chennai,DS-06,Grocery,Afternoon,Express,3,5,10,400,8,CR-39
ORD-38010,2024-04-04,Pune,DS-03,Household,Morning,Express,6,3,20,262,13,CR-177
ORD-38011,2024-04-19,Delhi,DS-05,Frozen,Night,Standard,3,1,20,550,35,CR-7
