order_id,order_date,region,channel,revenue
ORD-10946,2025-01-27,North,Retail,487
ORD-10947,2025-01-14,West,Web,636
ORD-10948,2025-01-28,West,Web,418
ORD-10949,2025-01-24,West,Partner,293
ORD-10950,2025-01-11,North,Web,467
ORD-10951,2025-01-05,East,Web,380
ORD-10952,2025-01-18,West,Partner,474
ORD-10953,2025-01-20,East,Partner,480
ORD-10954,2025-01-06,West,Partner,541
ORD-10955,2025-01-08,East,Partner,479
ORD-10956,2025-01-10,West,Web,539
ORD-10957,2025-01-18,South,Web,378
ORD-10958,2025-01-23,West,Partner,495
ORD-10959,2025-01-22,West,Partner,480
ORD-10960,2025-01-06,North,Web,689
ORD-10961,2025-01-09,North,Web,541
ORD-10962,2025-01-11,East,Web,452
ORD-10963,2025-01-14,North,Web,434
ORD-10964,2025-01-14,West,Partner,543
ORD-10965,2025-01-02,North,Partner,336
ORD-10966,2025-01-27,West,Partner,564
ORD-10967,2025-01-17,South,Retail,560
ORD-10968,2025-01-01,North,Retail,387
ORD-10969,2025-01-04,East,Partner,354
ORD-10970,2025-01-11,North,Partner,453
ORD-10971,2025-01-26,East,Web,426
ORD-10972,2025-01-19,North,Retail,435
ORD-10973,2025-01-02,South,Retail,388
ORD-10974,2025-01-14,North,Retail,560
ORD-10975,2025-01-04,North,Web,555
ORD-10976,2025-01-24,South,Partner,370
ORD-10977,2025-01-21,West,Partner,492
ORD-10978,2025-01-11,North,Web,528
ORD-10979,2025-01-20,East,Retail,592
ORD-10980,2025-01-03,West,Partner,557
ORD-10981,2025-01-01,North,Retail,536
ORD-10982,2025-01-03,East,Web,577
ORD-10983,2025-01-19,South,Retail,518
ORD-10984,2025-01-05,East,Retail,665
ORD-10985,2025-01-06,West,Web,433
ORD-10986,2025-01-08,South,Web,445
ORD-10987,2025-01-12,West,Web,608
ORD-10988,2025-01-20,East,Web,696
ORD-10989,2025-01-07,South,Retail,588
ORD-10990,2025-01-24,West,Web,513
ORD-10991,2025-01-15,West,Retail,426
ORD-10992,2025-01-09,South,Partner,470
ORD-10993,2025-01-16,North,Retail,596
ORD-10994,2025-01-26,South,Web,583
ORD-10995,2025-01-01,South,Partner,463
ORD-10996,2025-01-21,South,Retail,471
ORD-10997,2025-01-16,West,Retail,440
ORD-10998,2025-01-10,North,Retail,544
ORD-10999,2025-01-13,West,Web,486
ORD-11000,2025-01-24,West,Retail,528
ORD-11001,2025-01-08,West,Partner,579
ORD-11002,2025-01-01,East,Web,556
ORD-11003,2025-01-26,West,Retail,337
ORD-11004,2025-01-17,East,Retail,612
ORD-11005,2025-01-27,South,Retail,615
ORD-11006,2025-01-03,East,Retail,614
ORD-11007,2025-01-16,South,Retail,575
ORD-11008,2025-01-10,North,Web,309
ORD-11009,2025-01-12,South,Partner,610
ORD-11010,2025-01-12,North,Partner,439
ORD-11011,2025-01-19,West,Retail,478
ORD-11012,2025-01-13,North,Retail,617
ORD-11013,2025-01-24,North,Web,478
ORD-11014,2025-01-17,South,Web,478
ORD-11015,2025-01-21,East,Partner,473
ORD-11016,2025-01-01,South,Partner,528
ORD-11017,2025-01-25,West,Partner,436
ORD-11018,2025-01-01,East,Web,608
ORD-11019,2025-01-14,North,Web,468
ORD-11020,2025-01-28,North,Partner,468
ORD-11021,2025-01-02,West,Retail,687
ORD-11022,2025-01-09,West,Partner,449
ORD-11023,2025-01-15,East,Partner,484
ORD-11024,2025-01-13,North,Retail,399
ORD-11025,2025-01-05,West,Retail,637
ORD-11026,2025-01-23,East,Web,520
ORD-11027,2025-01-14,West,Partner,475
ORD-11028,2025-01-11,North,Partner,509
ORD-11029,2025-01-12,South,Web,447
ORD-11030,2025-01-01,East,Web,503
ORD-11031,2025-01-08,East,Retail,583
ORD-11032,2025-01-23,North,Retail,553
ORD-11033,2025-01-06,North,Partner,420
ORD-11034,2025-01-10,North,Partner,501
ORD-11035,2025-01-28,North,Partner,525
ORD-11036,2025-01-05,North,Partner,385
ORD-11037,2025-01-07,West,Web,430
ORD-11038,2025-01-24,North,Partner,513
ORD-11039,2025-01-10,South,Partner,418
ORD-11040,2025-01-06,North,Partner,639
ORD-11041,2025-01-25,West,Web,518
ORD-11042,2025-01-14,West,Partner,532
ORD-11043,2025-01-02,West,Web,627
ORD-11044,2025-01-20,North,Partner,517
ORD-11045,2025-01-26,North,Web,588
ORD-11046,2025-01-08,North,Partner,523
ORD-11047,2025-01-25,East,Web,433
ORD-11048,2025-01-11,West,Web,378
ORD-11049,2025-01-05,East,Web,513
ORD-11050,2025-01-19,South,Web,599
ORD-11051,2025-01-24,West,Partner,532
ORD-11052,2025-01-20,East,Retail,447
ORD-11053,2025-01-21,North,Web,457
ORD-11054,2025-01-11,South,Partner,388
ORD-11055,2025-01-14,South,Partner,527
ORD-11056,2025-01-19,West,Retail,588
ORD-11057,2025-01-11,West,Web,389
ORD-11058,2025-01-11,West,Retail,518
ORD-11059,2025-01-18,West,Partner,525
ORD-11060,2025-01-27,South,Web,612
ORD-11061,2025-01-14,West,Partner,611
ORD-11062,2025-01-14,South,Retail,426
ORD-11063,2025-01-14,East,Retail,361
ORD-11064,2025-01-04,West,Retail,543
ORD-11065,2025-01-10,East,Web,531
ORD-11066,2025-01-03,South,Retail,350
ORD-11067,2025-01-20,North,Retail,548
ORD-11068,2025-01-09,East,Web,565
ORD-11069,2025-01-03,South,Web,705
ORD-11070,2025-01-03,South,Partner,501
ORD-11071,2025-01-23,West,Retail,467
ORD-11072,2025-01-08,West,Web,429
ORD-11073,2025-01-08,East,Web,536
ORD-11074,2025-01-22,West,Partner,652
ORD-11075,2025-01-18,West,Retail,601
ORD-11076,2025-01-23,East,Retail,315
ORD-11077,2025-01-07,North,Retail,350
ORD-11078,2025-01-08,South,Web,596
ORD-11079,2025-01-13,North,Partner,446
ORD-11080,2025-01-02,North,Partner,417
ORD-11081,2025-01-16,West,Web,545
ORD-11082,2025-01-01,West,Retail,505
ORD-11083,2025-01-20,North,Retail,538
ORD-11084,2025-01-14,West,Web,569
ORD-11085,2025-01-27,West,Partner,608
ORD-11086,2025-01-04,North,Web,519
ORD-11087,2025-01-05,West,Retail,489
ORD-11088,2025-01-13,West,Web,526
ORD-11089,2025-01-11,East,Partner,587
ORD-11090,2025-01-14,South,Partner,516
ORD-11091,2025-01-21,North,Partner,437
ORD-11092,2025-01-21,North,Retail,591
ORD-11093,2025-01-10,East,Web,461
ORD-11094,2025-01-03,South,Retail,472
ORD-11095,2025-01-22,West,Partner,388
ORD-11096,2025-01-24,West,Web,360
ORD-11097,2025-01-04,North,Retail,583
ORD-11098,2025-01-14,East,Retail,391
ORD-11099,2025-01-06,East,Retail,471
ORD-11100,2025-01-13,North,Partner,464
ORD-11101,2025-01-01,North,Web,422
ORD-11102,2025-01-07,North,Web,489
ORD-11103,2025-01-20,West,Partner,483
ORD-11104,2025-01-26,South,Web,515
ORD-11105,2025-01-22,West,Retail,541
ORD-11106,2025-01-05,North,Retail,447
ORD-11107,2025-01-07,West,Partner,532
ORD-11108,2025-01-22,East,Retail,473
ORD-11109,2025-01-07,West,Partner,383
ORD-11110,2025-01-02,West,Partner,425
ORD-11111,2025-01-10,West,Partner,368
ORD-11112,2025-01-10,North,Retail,441
ORD-11113,2025-01-06,North,Partner,515
ORD-11114,2025-01-25,East,Web,705
ORD-11115,2025-01-12,North,Retail,431
ORD-11116,2025-01-15,South,Partner,357
ORD-11117,2025-01-06,South,Retail,499
ORD-11118,2025-01-10,South,Web,591
ORD-11119,2025-01-25,West,Retail,342
ORD-11120,2025-01-16,South,Web,472
ORD-11121,2025-01-06,West,Web,573
ORD-11122,2025-01-25,West,Retail,433
ORD-11123,2025-01-12,North,Partner,510
ORD-11124,2025-01-24,North,Partner,536
ORD-11125,2025-01-06,North,Partner,545
ORD-11126,2025-01-07,East,Partner,409
ORD-11127,2025-01-11,South,Web,616
ORD-11128,2025-01-23,West,Web,524
ORD-11129,2025-01-14,East,Retail,449
ORD-11130,2025-01-25,North,Retail,387
ORD-11131,2025-01-19,North,Partner,406
ORD-11132,2025-01-08,South,Retail,652
ORD-11133,2025-01-17,North,Web,460
ORD-11134,2025-01-18,South,Retail,561
ORD-11135,2025-01-25,West,Retail,573
ORD-11136,2025-01-03,West,Retail,392
ORD-11137,2025-01-08,East,Partner,315
ORD-11138,2025-01-28,South,Retail,603
ORD-11139,2025-01-04,West,Partner,525
ORD-11140,2025-01-03,East,Web,668
ORD-11141,2025-01-11,North,Web,264
ORD-11142,2025-01-13,West,Partner,620
ORD-11143,2025-01-19,West,Retail,684
ORD-11144,2025-01-03,West,Partner,409
ORD-11145,2025-01-24,North,Retail,406
ORD-11146,2025-01-18,North,Web,410
ORD-11147,2025-01-04,South,Partner,571
ORD-11148,2025-01-18,East,Web,573
ORD-11149,2025-01-17,North,Retail,357
ORD-11150,2025-01-24,West,Retail,591
ORD-11151,2025-01-28,West,Partner,579
ORD-11152,2025-01-09,South,Retail,551
ORD-11153,2025-01-18,North,Retail,460
ORD-11154,2025-01-21,North,Retail,544
ORD-11155,2025-01-24,North,Retail,569
ORD-11156,2025-01-25,North,Partner,274
ORD-11157,2025-01-17,North,Web,552
ORD-11158,2025-01-20,West,Retail,605
ORD-11159,2025-01-20,North,Retail,437
ORD-11160,2025-01-26,North,Retail,551
ORD-11161,2025-01-20,West,Web,265
ORD-11162,2025-01-09,North,Partner,582
ORD-11163,2025-01-21,South,Retail,387
ORD-11164,2025-01-16,West,Retail,630
ORD-11165,2025-01-09,South,Partner,694
ORD-11166,2025-01-18,South,Partner,611
ORD-11167,2025-01-12,North,Retail,509
ORD-11168,2025-01-25,South,Partner,584
ORD-11169,2025-01-24,North,Web,615
ORD-11170,2025-01-12,South,Web,546
ORD-11171,2025-01-21,East,Retail,466
ORD-11172,2025-01-27,East,Retail,513
ORD-11173,2025-01-27,North,Web,396
ORD-11174,2025-01-07,South,Partner,510
ORD-11175,2025-01-05,North,Retail,640
ORD-11176,2025-01-09,South,Retail,500
ORD-11177,2025-01-16,North,Retail,344
ORD-11178,2025-01-07,West,Retail,497
ORD-11179,2025-01-01,North,Partner,416
ORD-11180,2025-01-09,West,Retail,466
ORD-11181,2025-01-19,South,Web,463
ORD-11182,2025-01-09,East,Web,463
ORD-11183,2025-01-02,South,Web,536
ORD-11184,2025-01-28,East,Web,701
ORD-11185,2025-01-10,North,Web,458
ORD-11186,2025-01-07,West,Partner,572
ORD-11187,2025-01-25,East,Retail,655
ORD-11188,2025-01-22,North,Web,475
ORD-11189,2025-01-02,South,Retail,505
ORD-11190,2025-01-23,West,Retail,466
ORD-11191,2025-01-23,South,Retail,375
ORD-11192,2025-01-05,West,Partner,505
ORD-11193,2025-01-10,South,Partner,455
ORD-11194,2025-01-11,South,Partner,574
ORD-11195,2025-01-05,East,Web,589
ORD-11196,2025-01-11,West,Web,574
ORD-11197,2025-01-01,South,Partner,415
ORD-11198,2025-01-12,North,Retail,631
ORD-11199,2025-01-06,East,Retail,327
ORD-11200,2025-01-11,South,Partner,422
ORD-11201,2025-01-24,South,Partner,668
ORD-11202,2025-01-19,South,Partner,402
ORD-11203,2025-01-04,South,Retail,532
ORD-11204,2025-01-24,South,Web,434
ORD-11205,2025-01-09,South,Retail,503
ORD-11206,2025-01-10,North,Partner,594
ORD-11207,2025-01-09,North,Retail,322
ORD-11208,2025-01-26,West,Retail,383
ORD-11209,2025-01-26,West,Retail,699
ORD-11210,2025-01-18,West,Partner,467
ORD-11211,2025-01-25,East,Retail,462
ORD-11212,2025-01-05,East,Web,686
ORD-11213,2025-01-24,West,Web,710
ORD-11214,2025-01-05,South,Web,476
ORD-11215,2025-01-11,East,Partner,358
ORD-11216,2025-01-09,East,Web,493
ORD-11217,2025-01-11,South,Web,468
ORD-11218,2025-01-24,West,Web,328
ORD-11219,2025-01-21,South,Partner,339
ORD-11220,2025-01-20,South,Web,567
ORD-11221,2025-01-01,East,Web,471
ORD-11222,2025-01-11,North,Web,643
ORD-11223,2025-01-23,South,Partner,366
ORD-11224,2025-01-15,East,Web,371
ORD-11225,2025-01-03,East,Retail,542
ORD-11226,2025-01-19,North,Retail,532
ORD-11227,2025-01-11,South,Web,430
ORD-11228,2025-01-09,West,Retail,515
ORD-11229,2025-01-16,East,Retail,621
ORD-11230,2025-01-22,North,Partner,452
ORD-11231,2025-01-25,West,Retail,574
ORD-11232,2025-01-23,North,Retail,568
ORD-11233,2025-01-03,West,Web,436
ORD-11234,2025-01-04,West,Web,539
ORD-11235,2025-01-14,West,Web,558
ORD-11236,2025-01-27,East,Web,460
ORD-11237,2025-01-21,West,Retail,368
ORD-11238,2025-01-19,East,Retail,475
ORD-11239,2025-01-07,South,Partner,561
ORD-11240,2025-01-16,East,Retail,545
ORD-11241,2025-01-05,South,Partner,588
ORD-11242,2025-01-06,South,Retail,658
ORD-11243,2025-01-10,West,Web,536
ORD-11244,2025-01-06,West,Partner,470
ORD-11245,2025-01-11,East,Web,504
ORD-11246,2025-01-15,South,Web,495
ORD-11247,2025-01-12,South,Partner,624
ORD-11248,2025-01-07,East,Web,403
ORD-11249,2025-01-23,East,Web,640
ORD-11250,2025-01-02,East,Partner,474
ORD-11251,2025-01-13,East,Retail,575
ORD-11252,2025-01-06,South,Web,517
ORD-11253,2025-01-14,West,Web,440
ORD-11254,2025-01-06,North,Web,399
ORD-11255,2025-01-14,East,Web,533
ORD-11256,2025-01-04,East,Retail,575
ORD-11257,2025-01-01,South,Web,336
ORD-11258,2025-01-10,North,Retail,439
ORD-11259,2025-01-09,North,Web,580
ORD-11260,2025-01-13,West,Partner,467
ORD-11261,2025-01-26,West,Partner,730
ORD-11262,2025-01-02,West,Partner,526
ORD-11263,2025-01-17,North,Retail,549
ORD-11264,2025-01-27,West,Retail,494
ORD-11265,2025-01-28,West,Retail,490
ORD-11266,2025-01-17,South,Partner,489
ORD-11267,2025-01-11,West,Retail,503
ORD-11268,2025-01-28,North,Retail,496
ORD-11269,2025-01-11,North,Web,379
ORD-11270,2025-01-27,West,Partner,493
ORD-11271,2025-01-21,South,Retail,347
ORD-11272,2025-01-18,East,Retail,526
ORD-11273,2025-01-16,East,Web,559
ORD-11274,2025-01-06,West,Web,453
ORD-11275,2025-01-22,North,Retail,576
ORD-11276,2025-01-14,East,Web,525
ORD-11277,2025-01-03,West,Partner,404
ORD-11278,2025-01-16,East,Web,468
ORD-11279,2025-01-19,East,Partner,427
ORD-11280,2025-01-23,East,Retail,323
ORD-11281,2025-01-14,West,Partner,529
ORD-11282,2025-01-04,West,Web,426
ORD-11283,2025-01-03,North,Web,569
ORD-11284,2025-01-16,South,Web,542
ORD-11285,2025-01-15,West,Web,709
ORD-11286,2025-01-02,East,Retail,427
ORD-11287,2025-01-27,South,Retail,604
ORD-11288,2025-01-20,East,Retail,610
ORD-11289,2025-01-22,East,Partner,401
ORD-11290,2025-01-10,South,Web,411
ORD-11291,2025-01-11,West,Partner,587
ORD-11292,2025-01-03,West,Partner,668
ORD-11293,2025-01-11,East,Retail,456
ORD-11294,2025-01-08,West,Web,570
ORD-11295,2025-01-11,North,Retail,372
ORD-11296,2025-01-07,East,Partner,493
ORD-11297,2025-01-15,West,Partner,241
ORD-11298,2025-01-07,West,Web,585
ORD-11299,2025-01-07,West,Partner,400
ORD-11300,2025-01-20,West,Partner,539
ORD-11301,2025-01-11,North,Retail,502
ORD-11302,2025-01-15,South,Web,391
ORD-11303,2025-01-09,West,Web,476
ORD-11304,2025-01-15,North,Partner,477
ORD-11305,2025-01-10,West,Web,414
ORD-11306,2025-01-15,East,Partner,391
ORD-11307,2025-01-07,South,Web,529
ORD-11308,2025-01-19,North,Retail,616
ORD-11309,2025-01-05,South,Partner,484
ORD-11310,2025-01-03,North,Web,376
ORD-11311,2025-01-24,North,Web,426
ORD-11312,2025-01-23,East,Partner,622
ORD-11313,2025-01-10,South,Web,486
ORD-11314,2025-01-10,West,Retail,381
ORD-11315,2025-01-23,East,Retail,447
ORD-11316,2025-01-10,South,Partner,459
ORD-11317,2025-01-10,West,Web,570
ORD-11318,2025-01-18,East,Partner,535
ORD-11319,2025-01-27,West,Partner,479
ORD-11320,2025-01-13,North,Retail,397
ORD-11321,2025-01-03,East,Retail,539
ORD-11322,2025-01-27,North,Web,288
ORD-11323,2025-01-05,South,Partner,509
ORD-11324,2025-01-05,West,Partner,462
ORD-11325,2025-01-24,South,Web,591
ORD-11326,2025-01-23,North,Web,328
ORD-11327,2025-01-06,South,Retail,482
ORD-11328,2025-01-05,North,Partner,390
ORD-11329,2025-01-27,East,Retail,480
ORD-11330,2025-01-08,West,Retail,499
ORD-11331,2025-01-15,East,Web,577
ORD-11332,2025-01-14,South,Retail,476
ORD-11333,2025-01-07,South,Partner,481
ORD-11334,2025-01-18,North,Web,533
ORD-11335,2025-01-28,East,Retail,497
ORD-11336,2025-01-16,South,Partner,440
ORD-11337,2025-01-14,South,Retail,465
ORD-11338,2025-01-01,West,Retail,338
ORD-11339,2025-01-08,North,Retail,460
ORD-11340,2025-01-07,West,Retail,634
ORD-11341,2025-01-03,South,Partner,631
ORD-11342,2025-01-13,South,Retail,507
ORD-11343,2025-01-05,East,Retail,627
ORD-11344,2025-01-27,East,Web,504
ORD-11345,2025-01-06,West,Partner,451
ORD-11346,2025-01-08,South,Web,524
ORD-11347,2025-01-18,East,Partner,615
ORD-11348,2025-01-20,East,Web,533
ORD-11349,2025-01-25,West,Partner,524
ORD-11350,2025-01-13,West,Partner,432
ORD-11351,2025-01-13,East,Web,355
ORD-11352,2025-01-06,West,Web,375
ORD-11353,2025-01-18,East,Retail,321
ORD-11354,2025-01-07,East,Partner,393
ORD-11355,2025-01-26,North,Web,564
ORD-11356,2025-01-24,South,Partner,382
ORD-11357,2025-01-03,South,Partner,568
ORD-11358,2025-01-23,East,Partner,422
ORD-11359,2025-01-22,North,Partner,479
ORD-11360,2025-01-22,East,Web,397
ORD-11361,2025-01-20,North,Web,415
ORD-11362,2025-01-23,North,Web,689
ORD-11363,2025-01-03,North,Web,431
ORD-11364,2025-01-09,East,Web,377
ORD-11365,2025-01-16,South,Retail,431
ORD-11366,2025-01-06,East,Partner,563
ORD-11367,2025-01-18,East,Web,452
ORD-11368,2025-01-26,West,Retail,669
ORD-11369,2025-01-06,West,Partner,590
ORD-11370,2025-01-15,North,Retail,482
ORD-11371,2025-01-02,North,Partner,476
ORD-11372,2025-01-12,East,Partner,656
ORD-11373,2025-01-18,South,Web,369
ORD-11374,2025-01-18,East,Retail,682
ORD-11375,2025-01-23,South,Web,535
ORD-11376,2025-01-21,North,Retail,580
ORD-11377,2025-01-10,North,Partner,361
ORD-11378,2025-01-22,West,Web,462
ORD-11379,2025-01-14,East,Retail,422
ORD-11380,2025-01-02,South,Retail,456
ORD-11381,2025-01-20,East,Retail,606
ORD-11382,2025-01-12,East,Partner,379
ORD-11383,2025-01-08,South,Retail,602
ORD-11384,2025-01-13,South,Partner,473
ORD-11385,2025-01-06,North,Partner,602
ORD-11386,2025-01-05,East,Retail,487
ORD-11387,2025-01-20,North,Partner,508
ORD-11388,2025-01-23,South,Web,601
ORD-11389,2025-01-27,East,Partner,389
ORD-11390,2025-01-24,North,Partner,474
ORD-11391,2025-01-24,South,Partner,365
ORD-11392,2025-01-18,West,Web,493
ORD-11393,2025-01-07,North,Partner,391
ORD-11394,2025-01-26,North,Partner,525
ORD-11395,2025-01-27,West,Retail,710
ORD-11396,2025-01-20,South,Retail,574
ORD-11397,2025-01-24,West,Retail,545
ORD-11398,2025-01-26,South,Retail,455
ORD-11399,2025-01-05,West,Web,461
ORD-11400,2025-01-28,East,Partner,651
ORD-11401,2025-01-19,West,Retail,487
ORD-11402,2025-01-25,East,Partner,445
ORD-11403,2025-01-18,North,Retail,489
ORD-11404,2025-01-08,South,Retail,481
ORD-11405,2025-01-03,East,Web,542
ORD-11406,2025-01-22,East,Web,356
ORD-11407,2025-01-18,West,Retail,600
ORD-11408,2025-01-11,South,Web,555
ORD-11409,2025-01-21,North,Partner,451
ORD-11410,2025-01-23,West,Retail,517
ORD-11411,2025-01-16,North,Web,499
ORD-11412,2025-01-08,South,Web,549
ORD-11413,2025-01-01,East,Partner,343
ORD-11414,2025-01-03,West,Retail,524
ORD-11415,2025-01-25,East,Partner,460
ORD-11416,2025-01-18,West,Web,483
ORD-11417,2025-01-05,South,Web,618
ORD-11418,2025-01-20,South,Web,640
ORD-11419,2025-01-11,West,Partner,463
ORD-11420,2025-01-18,East,Retail,488
ORD-11421,2025-01-05,South,Web,424
ORD-11422,2025-01-08,South,Partner,489
ORD-11423,2025-01-25,North,Web,441
ORD-11424,2025-01-25,North,Web,443
ORD-11425,2025-01-17,West,Partner,556
ORD-11426,2025-01-13,East,Retail,373
ORD-11427,2025-01-23,North,Partner,482
ORD-11428,2025-01-22,North,Retail,456
ORD-11429,2025-01-02,South,Web,579
ORD-11430,2025-01-10,East,Web,615
ORD-11431,2025-01-14,East,Web,482
ORD-11432,2025-01-26,North,Retail,403
ORD-11433,2025-01-18,South,Retail,393
ORD-11434,2025-01-27,East,Retail,552
ORD-11435,2025-01-09,East,Retail,431
ORD-11436,2025-01-06,East,Web,556
ORD-11437,2025-01-13,West,Retail,551
ORD-11438,2025-01-10,West,Partner,349
ORD-11439,2025-01-18,South,Retail,432
ORD-11440,2025-01-20,South,Partner,503
ORD-11441,2025-01-02,South,Partner,465
ORD-11442,2025-01-08,East,Web,379
ORD-11443,2025-01-18,North,Partner,499
ORD-11444,2025-01-21,West,Web,512
ORD-11445,2025-01-27,West,Partner,405
ORD-11446,2025-01-01,North,Web,558
ORD-11447,2025-01-26,South,Web,650
ORD-11448,2025-01-20,West,Retail,574
ORD-11449,2025-01-07,North,Partner,335
ORD-11450,2025-01-14,East,Partner,643
ORD-11451,2025-01-19,East,Web,512
ORD-11452,2025-01-03,East,Partner,496
ORD-11453,2025-01-26,North,Web,569
ORD-11454,2025-01-14,North,Retail,526
ORD-11455,2025-01-19,West,Retail,615
ORD-11456,2025-01-22,North,Web,579
ORD-11457,2025-01-19,North,Partner,473
ORD-11458,2025-01-05,South,Partner,519
ORD-11459,2025-01-22,East,Web,540
ORD-11460,2025-01-09,West,Web,430
ORD-11461,2025-01-03,East,Partner,451
ORD-11462,2025-01-26,North,Web,468
ORD-11463,2025-01-23,South,Retail,501
ORD-11464,2025-01-18,South,Retail,429
ORD-11465,2025-01-16,West,Retail,486
ORD-11466,2025-01-08,East,Partner,519
ORD-11467,2025-01-05,West,Partner,462
ORD-11468,2025-01-27,East,Web,532
ORD-11469,2025-01-18,East,Web,621
ORD-11470,2025-01-14,West,Partner,485
ORD-11471,2025-01-06,West,Partner,395
ORD-11472,2025-01-11,South,Partner,434
ORD-11473,2025-01-08,North,Partner,500
ORD-11474,2025-01-03,East,Web,649
ORD-11475,2025-01-25,West,Retail,507
ORD-11476,2025-01-12,North,Retail,519
ORD-11477,2025-01-17,East,Web,575
ORD-11478,2025-01-12,South,Retail,553
ORD-11479,2025-01-06,South,Web,546
ORD-11480,2025-01-02,East,Web,544
ORD-11481,2025-01-06,South,Web,558
ORD-11482,2025-01-24,West,Retail,448
ORD-11483,2025-01-16,South,Partner,487
ORD-11484,2025-01-08,East,Web,606
ORD-11485,2025-01-24,North,Retail,544
ORD-11486,2025-01-14,West,Partner,430
ORD-11487,2025-01-02,North,Web,450
ORD-11488,2025-01-27,South,Partner,574
ORD-11489,2025-01-03,South,Partner,504
ORD-11490,2025-01-06,South,Partner,577
ORD-11491,2025-01-04,South,Web,402
ORD-11492,2025-01-15,South,Retail,471
ORD-11493,2025-01-25,West,Partner,546
ORD-11494,2025-01-01,South,Partner,472
ORD-11495,2025-01-27,West,Partner,414
ORD-11496,2025-01-03,East,Partner,575
ORD-11497,2025-01-28,West,Web,439
ORD-11498,2025-01-24,South,Partner,444
ORD-11499,2025-01-28,East,Partner,537
ORD-11500,2025-01-21,North,Web,725
ORD-11501,2025-01-09,North,Retail,523
ORD-11502,2025-01-03,North,Retail,592
ORD-11503,2025-01-01,North,Web,474
ORD-11504,2025-01-22,West,Retail,513
ORD-11505,2025-01-08,West,Partner,421
ORD-11506,2025-01-09,North,Partner,340
ORD-11507,2025-01-20,West,Partner,645
ORD-11508,2025-01-16,West,Partner,370
ORD-11509,2025-01-07,North,Retail,522
ORD-11510,2025-01-17,West,Partner,497
ORD-11511,2025-01-16,West,Partner,551
ORD-11512,2025-01-11,West,Web,414
ORD-11513,2025-01-04,West,Retail,324
ORD-11514,2025-01-13,West,Web,328
ORD-11515,2025-01-27,North,Retail,384
ORD-11516,2025-01-10,South,Partner,403
ORD-11517,2025-01-04,East,Partner,551
ORD-11518,2025-01-10,East,Retail,307
ORD-11519,2025-01-18,West,Partner,409
ORD-11520,2025-01-16,South,Web,581
ORD-11521,2025-01-14,West,Retail,525
ORD-11522,2025-01-14,South,Retail,523
ORD-11523,2025-01-25,West,Web,550
ORD-11524,2025-01-13,North,Web,304
ORD-11525,2025-01-14,South,Retail,472
ORD-11526,2025-01-08,West,Retail,527
ORD-11527,2025-01-07,East,Partner,354
ORD-11528,2025-01-09,West,Partner,517
ORD-11529,2025-01-05,East,Partner,513
ORD-11530,2025-01-22,East,Web,464
ORD-11531,2025-01-02,South,Partner,493
ORD-11532,2025-01-13,West,Web,504
ORD-11533,2025-01-10,South,Partner,508
ORD-11534,2025-01-22,East,Web,506
ORD-11535,2025-01-16,East,Web,662
ORD-11536,2025-01-27,West,Web,437
ORD-11537,2025-01-15,North,Retail,433
ORD-11538,2025-01-03,North,Partner,344
ORD-11539,2025-01-13,East,Partner,581
ORD-11540,2025-01-19,South,Partner,498
ORD-11541,2025-01-20,East,Web,518
ORD-11542,2025-01-16,North,Web,449
ORD-11543,2025-01-17,South,Partner,559
ORD-11544,2025-01-10,South,Web,508
ORD-11545,2025-01-05,East,Retail,378
ORD-11546,2025-01-03,East,Partner,335
ORD-11547,2025-01-27,West,Partner,724
ORD-11548,2025-01-14,East,Web,423
ORD-11549,2025-01-28,South,Retail,531
ORD-11550,2025-01-02,North,Web,418
ORD-11551,2025-01-19,West,Retail,358
ORD-11552,2025-01-18,East,Retail,576
ORD-11553,2025-01-06,East,Web,277
ORD-11554,2025-01-17,East,Partner,450
ORD-11555,2025-01-10,South,Web,434
ORD-11556,2025-01-25,North,Partner,488
ORD-11557,2025-01-11,North,Retail,687
ORD-11558,2025-01-14,North,Web,567
ORD-11559,2025-01-09,East,Partner,480
ORD-11560,2025-01-21,North,Web,500
ORD-11561,2025-01-06,West,Web,520
ORD-11562,2025-01-05,East,Partner,428
ORD-11563,2025-01-08,North,Retail,542
ORD-11564,2025-01-26,South,Web,415
ORD-11565,2025-01-02,East,Web,504
ORD-11566,2025-01-19,South,Retail,522
ORD-11567,2025-01-28,South,Partner,515
ORD-11568,2025-01-08,North,Partner,522
ORD-11569,2025-01-11,East,Web,574
ORD-11570,2025-01-23,South,Web,615
ORD-11571,2025-01-05,South,Retail,473
ORD-11572,2025-01-18,West,Partner,395
ORD-11573,2025-01-21,East,Retail,564
ORD-11574,2025-01-19,South,Web,335
ORD-11575,2025-01-22,North,Retail,410
ORD-11576,2025-01-10,South,Partner,608
ORD-11577,2025-01-04,North,Partner,372
ORD-11578,2025-01-17,East,Retail,492
ORD-11579,2025-01-26,North,Partner,433
ORD-11580,2025-01-21,West,Partner,375
ORD-11581,2025-01-11,East,Partner,488
ORD-11582,2025-01-13,East,Web,345
ORD-11583,2025-01-10,West,Partner,467
ORD-11584,2025-01-23,North,Partner,489
ORD-11585,2025-01-10,South,Partner,406
ORD-11586,2025-01-01,East,Web,344
ORD-11587,2025-01-14,East,Partner,644
ORD-11588,2025-01-18,West,Web,710
ORD-11589,2025-01-10,West,Web,586
ORD-11590,2025-01-13,West,Partner,519
