order_id,order_date,segment,revenue,margin_rate
ORD-1098,2025-02-10,Enterprise,477,0.437
ORD-1099,2025-02-01,Enterprise,549,0.3723
ORD-1100,2025-02-06,Enterprise,526,0.3982
ORD-1101,2025-02-24,Enterprise,485,0.3668
ORD-1102,2025-02-21,Enterprise,547,0.3876
ORD-1103,2025-02-08,Enterprise,545,0.4131
ORD-1104,2025-02-19,Enterprise,367,0.3967
ORD-1105,2025-02-02,Enterprise,543,0.4061
ORD-1106,2025-02-18,Enterprise,471,0.3865
ORD-1107,2025-02-05,Enterprise,519,0.4212
ORD-1108,2025-02-05,Enterprise,519,0.3868
ORD-1109,2025-02-02,Enterprise,500,0.4044
ORD-1110,2025-02-25,Enterprise,552,0.3946
ORD-1111,2025-02-25,Enterprise,484,0.3748
ORD-1112,2025-02-03,Enterprise,480,0.4114
ORD-1113,2025-02-11,Enterprise,613,0.4164
ORD-1114,2025-02-08,Enterprise,359,0.383
ORD-1115,2025-02-10,Enterprise,385,0.4154
ORD-1116,2025-02-26,Enterprise,533,0.4281
ORD-1117,2025-02-24,Enterprise,482,0.3905
ORD-1118,2025-02-04,Enterprise,452,0.3954
ORD-1119,2025-02-08,Enterprise,308,0.4132
ORD-1120,2025-02-20,Enterprise,525,0.3969
ORD-1121,2025-02-15,Enterprise,675,0.378
ORD-1122,2025-02-25,Enterprise,341,0.4243
ORD-1123,2025-02-10,Enterprise,530,0.3864
ORD-1124,2025-02-19,Enterprise,543,0.4165
ORD-1125,2025-02-27,Enterprise,513,0.3959
ORD-1126,2025-02-21,Enterprise,522,0.3762
ORD-1127,2025-02-11,Enterprise,432,0.428
ORD-1128,2025-02-27,Enterprise,460,0.37
ORD-1129,2025-02-10,Enterprise,510,0.3884
ORD-1130,2025-02-06,Enterprise,431,0.377
ORD-1131,2025-02-18,Enterprise,401,0.3813
ORD-1132,2025-02-10,Enterprise,543,0.4207
ORD-1133,2025-02-01,Enterprise,461,0.424
ORD-1134,2025-02-21,Enterprise,524,0.4018
ORD-1135,2025-02-22,Enterprise,501,0.4047
ORD-1136,2025-02-11,Enterprise,510,0.3909
ORD-1137,2025-02-13,Enterprise,490,0.4188
ORD-1138,2025-02-11,Enterprise,389,0.4247
ORD-1139,2025-02-14,Enterprise,522,0.3999
ORD-1140,2025-02-17,Enterprise,366,0.4293
ORD-1141,2025-02-27,Enterprise,624,0.3709
ORD-1142,2025-02-23,Enterprise,600,0.3946
ORD-1143,2025-02-25,Enterprise,386,0.4042
ORD-1144,2025-02-22,Enterprise,542,0.3946
ORD-1145,2025-02-28,Enterprise,466,0.4284
ORD-1146,2025-02-08,Enterprise,449,0.397
ORD-1147,2025-02-25,Enterprise,426,0.4134
ORD-1148,2025-02-12,Enterprise,504,0.3996
ORD-1149,2025-02-13,Enterprise,454,0.3727
ORD-1150,2025-02-16,Enterprise,452,0.4142
ORD-1151,2025-02-07,Enterprise,442,0.4097
ORD-1152,2025-02-03,Enterprise,505,0.4229
ORD-1153,2025-02-18,Enterprise,424,0.401
ORD-1154,2025-02-20,Enterprise,617,0.3944
ORD-1155,2025-02-14,Enterprise,470,0.3863
ORD-1156,2025-02-19,Enterprise,490,0.3789
ORD-1157,2025-02-12,Enterprise,463,0.383
ORD-1158,2025-02-02,Enterprise,526,0.3892
ORD-1159,2025-02-21,Enterprise,624,0.4108
ORD-1160,2025-02-10,Enterprise,469,0.3958
ORD-1161,2025-02-18,Enterprise,541,0.4143
ORD-1162,2025-02-21,Enterprise,478,0.3885
ORD-1163,2025-02-06,Enterprise,486,0.4148
ORD-1164,2025-02-09,Enterprise,468,0.4115
ORD-1165,2025-02-18,Enterprise,513,0.4002
ORD-1166,2025-02-23,Enterprise,643,0.3896
ORD-1167,2025-02-22,Enterprise,510,0.3906
ORD-1168,2025-02-28,Enterprise,399,0.3947
ORD-1169,2025-02-04,Enterprise,382,0.387
ORD-1170,2025-02-06,Enterprise,576,0.3997
ORD-1171,2025-02-22,Enterprise,444,0.3977
ORD-1172,2025-02-15,Enterprise,650,0.3867
ORD-1173,2025-02-21,Enterprise,431,0.4198
ORD-1174,2025-02-05,Enterprise,674,0.3815
ORD-1175,2025-02-04,Enterprise,535,0.383
ORD-1176,2025-02-02,Enterprise,563,0.3961
ORD-1177,2025-02-22,Enterprise,627,0.4095
ORD-1178,2025-02-27,Enterprise,414,0.4143
ORD-1179,2025-02-27,Enterprise,456,0.444
ORD-1180,2025-02-18,Enterprise,402,0.3811
ORD-1181,2025-02-23,Enterprise,521,0.4097
ORD-1182,2025-02-05,Enterprise,594,0.3814
ORD-1183,2025-02-14,Enterprise,497,0.4291
ORD-1184,2025-02-02,Enterprise,581,0.3851
ORD-1185,2025-02-21,Enterprise,509,0.399
ORD-1186,2025-02-23,Enterprise,626,0.4079
ORD-1187,2025-02-19,Enterprise,417,0.4156
ORD-1188,2025-02-21,Enterprise,450,0.4393
ORD-1189,2025-02-06,Enterprise,472,0.3969
ORD-1190,2025-02-05,Enterprise,434,0.4027
ORD-1191,2025-02-24,Enterprise,329,0.3767
ORD-1192,2025-02-07,Enterprise,505,0.4149
ORD-1193,2025-02-05,Enterprise,469,0.396
ORD-1194,2025-02-26,Enterprise,532,0.3976
ORD-1195,2025-02-28,Enterprise,436,0.4178
ORD-1196,2025-02-04,Enterprise,375,0.4215
ORD-1197,2025-02-06,Enterprise,447,0.3738
ORD-1198,2025-02-20,Enterprise,448,0.3771
ORD-1199,2025-02-26,Enterprise,450,0.4244
ORD-1200,2025-02-28,Enterprise,569,0.4003
ORD-1201,2025-02-05,Enterprise,484,0.4104
ORD-1202,2025-02-04,Enterprise,422,0.3902
ORD-1203,2025-02-26,Enterprise,386,0.4059
ORD-1204,2025-02-11,Enterprise,488,0.391
ORD-1205,2025-02-19,Enterprise,433,0.4046
ORD-1206,2025-02-15,Enterprise,593,0.3948
ORD-1207,2025-02-27,Enterprise,549,0.407
ORD-1208,2025-02-28,Enterprise,598,0.3733
ORD-1209,2025-02-02,Enterprise,541,0.4207
ORD-1210,2025-02-14,Enterprise,565,0.4531
ORD-1211,2025-02-08,Enterprise,455,0.3941
ORD-1212,2025-02-19,Enterprise,433,0.3755
ORD-1213,2025-02-23,Enterprise,540,0.3982
ORD-1214,2025-02-05,Enterprise,407,0.4236
ORD-1215,2025-02-22,Enterprise,651,0.4138
ORD-1216,2025-02-16,Enterprise,416,0.4086
ORD-1217,2025-02-17,Enterprise,594,0.4545
ORD-1218,2025-02-12,Enterprise,455,0.3639
ORD-1219,2025-02-19,Enterprise,605,0.4078
ORD-1220,2025-02-18,Enterprise,351,0.412
ORD-1221,2025-02-02,Enterprise,531,0.3986
ORD-1222,2025-02-09,Enterprise,374,0.4025
ORD-1223,2025-02-26,Enterprise,439,0.4085
ORD-1224,2025-02-20,Enterprise,610,0.3915
ORD-1225,2025-02-22,Enterprise,399,0.4229
ORD-1226,2025-02-08,Enterprise,384,0.3659
ORD-1227,2025-02-06,Enterprise,357,0.3912
ORD-1228,2025-02-12,Enterprise,384,0.3983
ORD-1229,2025-02-03,Enterprise,486,0.4459
ORD-1230,2025-02-18,Enterprise,513,0.404
ORD-1231,2025-02-13,Enterprise,513,0.4009
ORD-1232,2025-02-17,Enterprise,440,0.4091
ORD-1233,2025-02-14,Enterprise,600,0.4152
ORD-1234,2025-02-10,Enterprise,590,0.409
ORD-1235,2025-02-11,Enterprise,581,0.3946
ORD-1236,2025-02-19,Enterprise,570,0.3822
ORD-1237,2025-02-26,Enterprise,400,0.3622
ORD-1238,2025-02-22,Enterprise,496,0.3826
ORD-1239,2025-02-27,Enterprise,472,0.4128
ORD-1240,2025-02-22,Enterprise,490,0.4125
ORD-1241,2025-02-10,Enterprise,469,0.388
ORD-1242,2025-02-18,Enterprise,372,0.4422
ORD-1243,2025-02-23,Enterprise,464,0.4217
ORD-1244,2025-02-23,Enterprise,461,0.3635
ORD-1245,2025-02-02,Enterprise,571,0.3645
ORD-1246,2025-02-16,Enterprise,657,0.384
ORD-1247,2025-02-17,Enterprise,518,0.4032
ORD-1248,2025-02-03,Enterprise,454,0.4148
ORD-1249,2025-02-03,Enterprise,433,0.3922
ORD-1250,2025-02-02,Enterprise,483,0.4063
ORD-1251,2025-02-19,Enterprise,397,0.4195
ORD-1252,2025-02-19,Enterprise,431,0.38
ORD-1253,2025-02-27,Enterprise,531,0.3678
ORD-1254,2025-02-07,Enterprise,483,0.3814
ORD-1255,2025-02-15,Enterprise,507,0.416
ORD-1256,2025-02-01,Enterprise,558,0.3836
ORD-1257,2025-02-11,Enterprise,377,0.4084
ORD-1258,2025-02-18,Enterprise,539,0.3955
ORD-1259,2025-02-06,Enterprise,538,0.3594
ORD-1260,2025-02-26,Enterprise,449,0.3917
ORD-1261,2025-02-09,Enterprise,480,0.4258
ORD-1262,2025-02-10,Enterprise,568,0.4105
ORD-1263,2025-02-21,Enterprise,494,0.4277
ORD-1264,2025-02-24,Enterprise,484,0.4026
ORD-1265,2025-02-11,Enterprise,516,0.3977
ORD-1266,2025-02-05,Enterprise,424,0.395
ORD-1267,2025-02-25,Enterprise,381,0.346
ORD-1268,2025-02-20,Enterprise,560,0.3969
ORD-1269,2025-02-18,Enterprise,500,0.4064
ORD-1270,2025-02-24,Enterprise,548,0.3876
ORD-1271,2025-02-21,Enterprise,628,0.3688
ORD-1272,2025-02-09,Enterprise,481,0.3759
ORD-1273,2025-02-01,Enterprise,532,0.4144
ORD-1274,2025-02-21,Enterprise,478,0.3977
ORD-1275,2025-02-21,Enterprise,309,0.3968
ORD-1276,2025-02-26,Enterprise,422,0.361
ORD-1277,2025-02-05,Enterprise,526,0.3648
ORD-1278,2025-02-16,Enterprise,527,0.3751
ORD-1279,2025-02-16,Enterprise,568,0.3891
ORD-1280,2025-02-27,Enterprise,496,0.4397
ORD-1281,2025-02-13,Enterprise,362,0.4194
ORD-1282,2025-02-18,Enterprise,576,0.3819
ORD-1283,2025-02-10,Enterprise,658,0.3872
ORD-1284,2025-02-14,Enterprise,605,0.422
ORD-1285,2025-02-11,Enterprise,589,0.4076
ORD-1286,2025-02-03,Enterprise,468,0.4122
ORD-1287,2025-02-17,Enterprise,414,0.3693
ORD-1288,2025-02-14,Enterprise,532,0.3788
ORD-1289,2025-02-22,Enterprise,493,0.4165
ORD-1290,2025-02-04,Enterprise,391,0.42
ORD-1291,2025-02-11,Enterprise,464,0.4177
ORD-1292,2025-02-06,Enterprise,564,0.4274
ORD-1293,2025-02-27,Enterprise,379,0.373
ORD-1294,2025-02-24,Enterprise,519,0.386
ORD-1295,2025-02-16,Enterprise,552,0.3968
ORD-1296,2025-02-01,Enterprise,519,0.4061
ORD-1297,2025-02-04,Enterprise,488,0.4098
ORD-1298,2025-02-10,Enterprise,670,0.4106
ORD-1299,2025-02-03,Enterprise,569,0.3933
ORD-1300,2025-02-09,Enterprise,524,0.3991
ORD-1301,2025-02-13,Enterprise,476,0.383
ORD-1302,2025-02-07,Enterprise,512,0.3911
ORD-1303,2025-02-24,Enterprise,425,0.4234
ORD-1304,2025-02-06,Enterprise,688,0.4215
ORD-1305,2025-02-28,Enterprise,440,0.4261
ORD-1306,2025-02-03,Enterprise,575,0.3893
ORD-1307,2025-02-03,Enterprise,397,0.3925
ORD-1308,2025-02-12,Enterprise,298,0.3925
ORD-1309,2025-02-01,Enterprise,493,0.408
ORD-1310,2025-02-08,Enterprise,375,0.3409
ORD-1311,2025-02-20,Enterprise,491,0.4275
ORD-1312,2025-02-27,Enterprise,490,0.4196
ORD-1313,2025-02-14,Enterprise,531,0.4276
ORD-1314,2025-02-16,Enterprise,477,0.3669
ORD-1315,2025-02-13,Enterprise,422,0.3912
ORD-1316,2025-02-26,Enterprise,478,0.3936
ORD-1317,2025-02-06,Enterprise,669,0.3801
ORD-1318,2025-02-18,Enterprise,436,0.391
ORD-1319,2025-02-11,Enterprise,487,0.3895
ORD-1320,2025-02-14,Enterprise,595,0.4111
ORD-1321,2025-02-15,Enterprise,582,0.3717
ORD-1322,2025-02-27,Enterprise,643,0.3835
ORD-1323,2025-02-08,Enterprise,427,0.4098
ORD-1324,2025-02-14,Enterprise,356,0.3906
ORD-1325,2025-02-27,Enterprise,485,0.3906
ORD-1326,2025-02-19,Enterprise,460,0.3967
ORD-1327,2025-02-21,Enterprise,443,0.401
ORD-1328,2025-02-19,Enterprise,404,0.4228
ORD-1329,2025-02-24,Enterprise,498,0.4161
ORD-1330,2025-02-23,Enterprise,502,0.384
ORD-1331,2025-02-20,Enterprise,487,0.4451
ORD-1332,2025-02-17,Enterprise,579,0.3991
ORD-1333,2025-02-05,Enterprise,471,0.4139
ORD-1334,2025-02-28,Enterprise,395,0.3921
ORD-1335,2025-02-02,Enterprise,501,0.3716
ORD-1336,2025-02-01,Enterprise,651,0.3991
ORD-1337,2025-02-23,Enterprise,530,0.3867
ORD-1338,2025-02-17,Enterprise,490,0.4271
ORD-1339,2025-02-12,Enterprise,457,0.4262
ORD-1340,2025-02-06,Enterprise,433,0.4187
ORD-1341,2025-02-09,Enterprise,493,0.4022
ORD-1342,2025-02-01,Enterprise,480,0.3901
ORD-1343,2025-02-02,Enterprise,505,0.3978
ORD-1344,2025-02-17,Enterprise,429,0.3845
ORD-1345,2025-02-16,Enterprise,628,0.3861
ORD-1346,2025-02-20,Enterprise,497,0.3944
ORD-1347,2025-02-24,Enterprise,485,0.3965
ORD-1348,2025-02-18,Enterprise,588,0.4396
ORD-1349,2025-02-06,Enterprise,544,0.3925
ORD-1350,2025-02-07,Enterprise,474,0.3974
ORD-1351,2025-02-06,Enterprise,536,0.3654
ORD-1352,2025-02-19,Enterprise,483,0.3877
ORD-1353,2025-02-03,Enterprise,581,0.4119
ORD-1354,2025-02-22,Enterprise,420,0.4385
ORD-1355,2025-02-24,Enterprise,360,0.4024
ORD-1356,2025-02-09,Enterprise,503,0.396
ORD-1357,2025-02-05,Enterprise,515,0.4005
ORD-1358,2025-02-16,Enterprise,558,0.4236
ORD-1359,2025-02-23,Enterprise,575,0.4086
ORD-1360,2025-02-18,Enterprise,546,0.4039
ORD-1361,2025-02-12,Enterprise,580,0.3831
ORD-1362,2025-02-19,Enterprise,375,0.4065
ORD-1363,2025-02-05,Enterprise,314,0.3958
ORD-1364,2025-02-27,Enterprise,420,0.429
ORD-1365,2025-02-13,Enterprise,599,0.3715
ORD-1366,2025-02-27,Enterprise,563,0.3928
ORD-1367,2025-02-22,Enterprise,484,0.3766
ORD-1368,2025-02-09,Enterprise,506,0.3784
ORD-1369,2025-02-27,Enterprise,403,0.4009
ORD-1370,2025-02-18,Enterprise,509,0.4029
ORD-1371,2025-02-28,Enterprise,534,0.405
ORD-1372,2025-02-02,Enterprise,530,0.406
ORD-1373,2025-02-22,Enterprise,508,0.3947
ORD-1374,2025-02-10,Enterprise,527,0.4225
ORD-1375,2025-02-08,Enterprise,488,0.4044
ORD-1376,2025-02-07,Enterprise,474,0.4126
ORD-1377,2025-02-04,Enterprise,617,0.3794
ORD-1378,2025-02-08,Enterprise,614,0.3816
ORD-1379,2025-02-01,Enterprise,655,0.3706
ORD-1380,2025-02-08,Enterprise,473,0.3888
ORD-1381,2025-02-15,Enterprise,449,0.3876
ORD-1382,2025-02-24,Enterprise,548,0.4258
ORD-1383,2025-02-04,Enterprise,588,0.3791
ORD-1384,2025-02-27,Enterprise,435,0.3847
ORD-1385,2025-02-24,Enterprise,435,0.3857
ORD-1386,2025-02-03,Enterprise,502,0.3861
ORD-1387,2025-02-27,Enterprise,541,0.389
ORD-1388,2025-02-26,Enterprise,494,0.4199
ORD-1389,2025-02-19,Enterprise,327,0.3861
ORD-1390,2025-02-08,Enterprise,575,0.3457
ORD-1391,2025-02-07,Enterprise,384,0.3804
ORD-1392,2025-02-21,Enterprise,406,0.3995
ORD-1393,2025-02-22,Enterprise,373,0.4054
ORD-1394,2025-02-07,Enterprise,474,0.3755
ORD-1395,2025-02-13,Enterprise,573,0.4396
ORD-1396,2025-02-06,Enterprise,406,0.3996
ORD-1397,2025-02-16,Enterprise,401,0.411
ORD-1398,2025-02-05,Enterprise,453,0.3952
ORD-1399,2025-02-07,Enterprise,391,0.3974
ORD-1400,2025-02-26,Enterprise,513,0.4281
ORD-1401,2025-02-03,Enterprise,521,0.3918
ORD-1402,2025-02-04,Enterprise,602,0.4307
ORD-1403,2025-02-27,Enterprise,541,0.3774
ORD-1404,2025-02-05,Enterprise,412,0.4134
ORD-1405,2025-02-17,Enterprise,397,0.4034
ORD-1406,2025-02-27,Enterprise,521,0.3992
ORD-1407,2025-02-05,Enterprise,536,0.4117
ORD-1408,2025-02-09,Enterprise,577,0.4268
ORD-1409,2025-02-19,Enterprise,607,0.4312
ORD-1410,2025-02-13,Enterprise,510,0.4181
ORD-1411,2025-02-07,Enterprise,506,0.3721
ORD-1412,2025-02-13,Enterprise,482,0.3766
ORD-1413,2025-02-09,Enterprise,678,0.411
ORD-1414,2025-02-01,Enterprise,274,0.4027
ORD-1415,2025-02-15,Enterprise,373,0.4003
ORD-1416,2025-02-21,Enterprise,545,0.3991
ORD-1417,2025-02-26,Enterprise,606,0.3848
ORD-1418,2025-02-09,Enterprise,554,0.3972
ORD-1419,2025-02-15,Enterprise,307,0.4203
ORD-1420,2025-02-02,Enterprise,617,0.4016
ORD-1421,2025-02-13,Enterprise,556,0.3743
ORD-1422,2025-02-01,Enterprise,525,0.3957
ORD-1423,2025-02-11,Enterprise,333,0.401
ORD-1424,2025-02-20,Enterprise,578,0.3885
ORD-1425,2025-02-01,Enterprise,620,0.3714
ORD-1426,2025-02-14,Enterprise,414,0.3807
ORD-1427,2025-02-05,Enterprise,432,0.3777
ORD-1428,2025-02-17,Enterprise,601,0.4027
ORD-1429,2025-02-15,Enterprise,423,0.3984
ORD-1430,2025-02-28,Enterprise,702,0.3723
ORD-1431,2025-02-08,Enterprise,447,0.4013
ORD-1432,2025-02-25,Enterprise,538,0.3893
ORD-1433,2025-02-27,Enterprise,517,0.3844
ORD-1434,2025-02-17,Enterprise,653,0.3955
ORD-1435,2025-02-11,Enterprise,624,0.3896
ORD-1436,2025-02-01,Enterprise,520,0.3886
ORD-1437,2025-02-28,Enterprise,382,0.426
ORD-1438,2025-02-10,Enterprise,666,0.4184
ORD-1439,2025-02-13,Enterprise,596,0.4122
ORD-1440,2025-02-07,Enterprise,583,0.3806
ORD-1441,2025-02-03,Enterprise,415,0.398
ORD-1442,2025-02-02,Enterprise,518,0.4215
ORD-1443,2025-02-26,Enterprise,515,0.4105
ORD-1444,2025-02-07,Enterprise,427,0.4176
ORD-1445,2025-02-15,Enterprise,357,0.399
ORD-1446,2025-02-08,Enterprise,572,0.4173
ORD-1447,2025-02-10,Enterprise,497,0.4025
ORD-1448,2025-02-17,Enterprise,337,0.4209
ORD-1449,2025-02-21,Enterprise,461,0.4131
ORD-1450,2025-02-18,Enterprise,556,0.3948
ORD-1451,2025-02-20,Enterprise,560,0.3817
ORD-1452,2025-02-15,Enterprise,530,0.3712
ORD-1453,2025-02-18,Enterprise,444,0.3893
ORD-1454,2025-02-28,Enterprise,605,0.3912
ORD-1455,2025-02-04,Enterprise,388,0.3672
ORD-1456,2025-02-09,Enterprise,517,0.3993
ORD-1457,2025-02-21,Enterprise,328,0.4295
ORD-1458,2025-02-12,Enterprise,577,0.4533
ORD-1459,2025-02-02,Enterprise,394,0.3952
ORD-1460,2025-02-18,Enterprise,481,0.4066
ORD-1461,2025-02-08,Enterprise,409,0.3431
ORD-1462,2025-02-26,Enterprise,477,0.3881
ORD-1463,2025-02-27,Enterprise,555,0.4133
ORD-1464,2025-02-26,Enterprise,445,0.4054
ORD-1465,2025-02-09,Enterprise,623,0.3927
ORD-1466,2025-02-08,Enterprise,401,0.4061
ORD-1467,2025-02-09,Enterprise,509,0.3585
ORD-1468,2025-02-19,Enterprise,448,0.3845
ORD-1469,2025-02-19,Enterprise,511,0.3834
ORD-1470,2025-02-01,Enterprise,525,0.3949
ORD-1471,2025-02-26,Enterprise,487,0.3899
ORD-1472,2025-02-19,Enterprise,652,0.4245
ORD-1473,2025-02-22,Enterprise,498,0.3863
ORD-1474,2025-02-03,Enterprise,503,0.3818
ORD-1475,2025-02-23,Enterprise,543,0.374
ORD-1476,2025-02-08,Enterprise,349,0.3938
ORD-1477,2025-02-15,Enterprise,424,0.3942
ORD-1478,2025-02-03,Enterprise,447,0.3545
ORD-1479,2025-02-21,Enterprise,469,0.4072
ORD-1480,2025-02-10,Enterprise,472,0.4073
ORD-1481,2025-02-16,Enterprise,636,0.3929
ORD-1482,2025-02-09,Enterprise,475,0.384
ORD-1483,2025-02-23,Enterprise,469,0.3932
ORD-1484,2025-02-07,Enterprise,554,0.3842
ORD-1485,2025-02-21,Enterprise,476,0.4134
ORD-1486,2025-02-12,Enterprise,394,0.4361
ORD-1487,2025-02-24,Enterprise,479,0.4365
ORD-1488,2025-02-28,Enterprise,612,0.4119
ORD-1489,2025-02-13,Enterprise,495,0.3775
ORD-1490,2025-02-21,Enterprise,489,0.3614
ORD-1491,2025-02-10,Enterprise,605,0.3899
ORD-1492,2025-02-17,Enterprise,601,0.3925
ORD-1493,2025-02-20,Enterprise,592,0.4539
ORD-1494,2025-02-09,Enterprise,542,0.4026
ORD-1495,2025-02-09,Enterprise,586,0.4118
ORD-1496,2025-02-07,Enterprise,346,0.3992
ORD-1497,2025-02-04,Enterprise,386,0.4061
ORD-1498,2025-02-17,Enterprise,541,0.4022
ORD-1499,2025-02-16,Enterprise,529,0.3738
ORD-1500,2025-02-12,Enterprise,460,0.4056
ORD-1501,2025-02-15,Enterprise,250,0.378
ORD-1502,2025-02-03,Enterprise,535,0.3892
ORD-1503,2025-02-07,Enterprise,382,0.4286
ORD-1504,2025-02-20,Enterprise,592,0.3822
ORD-1505,2025-02-20,Enterprise,555,0.4078
ORD-1506,2025-02-25,Enterprise,476,0.4172
ORD-1507,2025-02-04,Enterprise,363,0.3754
ORD-1508,2025-02-14,Enterprise,418,0.399
ORD-1509,2025-02-12,Enterprise,500,0.3897
ORD-1510,2025-02-26,Enterprise,511,0.4052
ORD-1511,2025-02-05,Enterprise,589,0.3824
ORD-1512,2025-02-23,Enterprise,566,0.3934
ORD-1513,2025-02-20,Enterprise,604,0.4115
ORD-1514,2025-02-22,Enterprise,545,0.3823
ORD-1515,2025-02-26,Enterprise,525,0.3743
ORD-1516,2025-02-19,Enterprise,527,0.3891
ORD-1517,2025-02-20,Enterprise,397,0.4072
ORD-1518,2025-02-14,Enterprise,462,0.37
ORD-1519,2025-02-07,Enterprise,518,0.3811
ORD-1520,2025-02-01,Enterprise,493,0.3941
ORD-1521,2025-02-24,Enterprise,568,0.3509
ORD-1522,2025-02-23,Enterprise,624,0.3951
ORD-1523,2025-02-21,Enterprise,510,0.3853
ORD-1524,2025-02-10,Enterprise,522,0.4326
ORD-1525,2025-02-21,Enterprise,450,0.4082
ORD-1526,2025-02-24,Enterprise,475,0.41
ORD-1527,2025-02-06,Enterprise,584,0.3464
ORD-1528,2025-02-21,Enterprise,526,0.3995
ORD-1529,2025-02-25,Enterprise,473,0.4055
ORD-1530,2025-02-17,Enterprise,357,0.3783
ORD-1531,2025-02-01,Enterprise,442,0.4269
ORD-1532,2025-02-14,Enterprise,435,0.3944
ORD-1533,2025-02-28,Enterprise,485,0.4152
ORD-1534,2025-02-09,Enterprise,596,0.3725
ORD-1535,2025-02-27,Enterprise,633,0.371
ORD-1536,2025-02-20,Enterprise,357,0.3786
ORD-1537,2025-02-03,Enterprise,453,0.4258
ORD-1538,2025-02-08,Enterprise,492,0.417
ORD-1539,2025-02-11,Enterprise,588,0.3697
ORD-1540,2025-02-15,Enterprise,471,0.3946
ORD-1541,2025-02-12,Enterprise,441,0.3833
ORD-1542,2025-02-14,Enterprise,270,0.4145
ORD-1543,2025-02-17,Enterprise,487,0.4016
ORD-1544,2025-02-24,Enterprise,432,0.4029
ORD-1545,2025-02-26,Enterprise,648,0.3891
ORD-1546,2025-02-10,Enterprise,429,0.3876
ORD-1547,2025-02-04,Enterprise,510,0.4139
ORD-1548,2025-02-12,Enterprise,609,0.3852
ORD-1549,2025-02-01,Enterprise,472,0.4324
ORD-1550,2025-02-01,Enterprise,494,0.4353
ORD-1551,2025-02-10,Enterprise,582,0.3916
ORD-1552,2025-02-05,Enterprise,712,0.3856
ORD-1553,2025-02-09,Enterprise,471,0.4367
ORD-1554,2025-02-01,Enterprise,464,0.3847
ORD-1555,2025-02-13,Enterprise,476,0.3959
ORD-1556,2025-02-05,Enterprise,427,0.3969
ORD-1557,2025-02-11,Enterprise,558,0.3867
ORD-1558,2025-02-02,Enterprise,538,0.4061
ORD-1559,2025-02-01,Enterprise,455,0.4163
ORD-1560,2025-02-03,Enterprise,474,0.4265
ORD-1561,2025-02-28,Enterprise,477,0.3878
ORD-1562,2025-02-10,Enterprise,599,0.3958
ORD-1563,2025-02-05,Enterprise,475,0.4069
ORD-1564,2025-02-06,Enterprise,395,0.3717
ORD-1565,2025-02-10,Enterprise,501,0.3909
ORD-1566,2025-02-22,Enterprise,426,0.4548
ORD-1567,2025-02-14,Enterprise,512,0.3854
ORD-1568,2025-02-19,Enterprise,504,0.3891
ORD-1569,2025-02-20,Enterprise,426,0.3883
ORD-1570,2025-02-06,Enterprise,557,0.3787
ORD-1571,2025-02-28,Enterprise,496,0.4185
ORD-1572,2025-02-16,Enterprise,440,0.3966
ORD-1573,2025-02-04,Enterprise,377,0.3872
ORD-1574,2025-02-23,Enterprise,507,0.4044
ORD-1575,2025-02-03,Enterprise,645,0.4303
ORD-1576,2025-02-14,Enterprise,538,0.4239
ORD-1577,2025-02-26,Enterprise,499,0.4062
ORD-1578,2025-02-15,Enterprise,338,0.3848
ORD-1579,2025-02-16,Enterprise,487,0.4033
ORD-1580,2025-02-12,Enterprise,457,0.4173
ORD-1581,2025-02-07,Enterprise,500,0.4109
ORD-1582,2025-02-05,Enterprise,497,0.4127
ORD-1583,2025-02-12,Enterprise,461,0.4113
ORD-1584,2025-02-22,Enterprise,477,0.4047
ORD-1585,2025-02-08,Enterprise,495,0.3863
ORD-1586,2025-02-26,Enterprise,618,0.3976
ORD-1587,2025-02-01,Enterprise,578,0.4545
ORD-1588,2025-02-25,Enterprise,577,0.3902
ORD-1589,2025-02-07,Enterprise,475,0.3896
ORD-1590,2025-02-19,Enterprise,499,0.3717
ORD-1591,2025-02-09,Enterprise,318,0.3958
ORD-1592,2025-02-05,Enterprise,493,0.3775
ORD-1593,2025-02-10,Enterprise,471,0.4172
ORD-1594,2025-02-25,Enterprise,516,0.4004
ORD-1595,2025-02-14,Enterprise,424,0.3462
ORD-1596,2025-02-22,Enterprise,379,0.3792
ORD-1597,2025-02-13,Enterprise,350,0.4103
ORD-1598,2025-02-08,Enterprise,407,0.3801
ORD-1599,2025-02-12,Enterprise,646,0.3908
ORD-1600,2025-02-23,Enterprise,566,0.4151
ORD-1601,2025-02-16,Enterprise,425,0.4378
ORD-1602,2025-02-08,Enterprise,508,0.3648
ORD-1603,2025-02-25,Enterprise,545,0.4158
ORD-1604,2025-02-26,Enterprise,571,0.4218
ORD-1605,2025-02-03,Enterprise,593,0.423
ORD-1606,2025-02-17,Enterprise,464,0.4117
ORD-1607,2025-02-07,Enterprise,575,0.3935
ORD-1608,2025-02-04,Enterprise,668,0.3795
ORD-1609,2025-02-23,Enterprise,485,0.3825
ORD-1610,2025-02-22,Enterprise,472,0.4112
ORD-1611,2025-02-10,Enterprise,545,0.41
ORD-1612,2025-02-14,Enterprise,606,0.3901
ORD-1613,2025-02-21,Enterprise,629,0.3902
ORD-1614,2025-02-05,Enterprise,469,0.4197
ORD-1615,2025-02-04,Enterprise,471,0.3718
ORD-1616,2025-02-20,Enterprise,543,0.3982
